Code_Filiere,Nom_Filiere,Universite,Etablissement,SDO_2023,SDO_2024,SDO_2025,Code_RIASEC,Taux_Employabilite,Croissance_Domaine,Alignment_National,source
TEC001,"Licence en Anglais","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",118.555,122.9663,127.633,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC002,"Licence en Français","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",106.5471,102.9515,100.7692,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC003,"Licence en Sociologie","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",131.5244,121.72,125.6501,SIE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC004,"Licence en Psychologie","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",139.025,138.42,126.165,SIE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC005,"Licence en Philosophie","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",101.8052,106.8016,88.1395,ASE,"Très Faible",Déclin,Modéré,"Analyse sectorielle & OMQ"
TEC006,"Licence en Histoire","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",103.23,111.775,105.19,ASE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC007,"Licence en Géographie","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",77.9401,92.29,88.6565,IRC,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC008,"Licence en Géomatique et Aménagement","Université de Tunis","Faculté des Sciences Humaines et Sociales de Tunis",74.9282,75.045,72.3251,IRC,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC009,"Licence en Médiation et Animation","Université de Tunis","Institut Supérieur de l'Animation pour la Jeunesse et la Culture - Le Bardo",125.57,113.41,133.91,EAS,Moyen,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC010,"Licence en Arts Plastiques","Université de Tunis","Institut Supérieur des Beaux-Arts de Tunis",86.0769,73.2119,87.683,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC011,"Licence en Design d'Espace","Université de Tunis","Institut Supérieur des Beaux-Arts de Tunis",120.5783,117.5342,104.603,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC012,"Licence en Design de Produit","Université de Tunis","Institut Supérieur des Beaux-Arts de Tunis",99.7936,96.62,81.4734,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC013,"Licence en Design d'Image","Université de Tunis","Institut Supérieur des Beaux-Arts de Tunis",81.5934,95.4887,73.195,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC014,"Licence en Musique et Sciences Musicales","Université de Tunis","Institut Supérieur de Musique de Tunis",93.7586,105.914,80.2072,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC015,"Licence en Théâtre et Arts du Spectacle","Université de Tunis","Institut Supérieur d'Art Dramatique de Tunis",94.6118,78.0882,82.7352,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC016,"Licence en Informatique de Gestion","Université de Tunis","Institut Supérieur de Gestion de Tunis",174.0195,189.6308,176.3788,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC017,"Licence en Sciences de Gestion","Université de Tunis","Institut Supérieur de Gestion de Tunis",171.0288,119.4816,165.8751,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC018,"Licence en Informatique de Gestion","Université de Tunis","École Supérieure des Sciences Économiques et Commerciales de Tunis",186.7953,148.1683,153.285,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC019,"Licence en Sciences de Gestion","Université de Tunis","École Supérieure des Sciences Économiques et Commerciales de Tunis",154.0265,156.2414,166.9307,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC020,"Licence en Conservation et Restauration des Biens Culturels","Université de Tunis","Institut Supérieur des Métiers du Patrimoine de Tunis",,105.1668,192.2844,RIC,Faible,Déclin,Élevé,"Analyse sectorielle & OMQ"
TEC021,"Filière préparatoire - Langues et Lettres: Arabe","Université de Tunis","Institut Préparatoire aux Études Littéraires et de Sciences Humaines de Tunis",103.6275,98.565,116.4933,ASE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC022,"Filière préparatoire - Langues et Lettres: Français","Université de Tunis","Institut Préparatoire aux Études Littéraires et de Sciences Humaines de Tunis",128.145,114.76,125.8875,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC023,"Filière préparatoire - Langues et Lettres: Anglais","Université de Tunis","Institut Préparatoire aux Études Littéraires et de Sciences Humaines de Tunis",145.68,131.98,118.0075,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC024,"Filière préparatoire - Sciences Humaines: Philosophie","Université de Tunis","Institut Préparatoire aux Études Littéraires et de Sciences Humaines de Tunis",,100.0216,109.3125,ASE,"Très Faible",Déclin,Modéré,"Analyse sectorielle & OMQ"
TEC025,"Licence en Éducation et Enseignement","Université de Tunis","Institut Supérieur des Études Appliquées en Humanités de Zaghouan",130.67,139.83,150.71,SIE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC026,"Filière préparatoire intégrée","Université de Tunis","Institut Supérieur du Numérique de Tunis",,177.8083,181.25,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
